dataset,shift,estimator,scorer,type,accuracy-mean,accuracy-std,accuracy-identity,balanced_accuracy-mean,balanced_accuracy-std,balanced_accuracy-identity,f1_score-mean,f1_score-std,f1_score-identity,roc_auc_score-mean,roc_auc_score-std,roc_auc_score-identity,params
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8525,0.021575328309591656,"[0.80625, 0.85625, 0.875, 0.86875, 0.875, 0.88125, 0.8375, 0.84375, 0.86875, 0.825, 0.825, 0.85, 0.8375, 0.84375, 0.85, 0.84375, 0.875, 0.88125, 0.83125, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",0.8525,0.02157532830959166,"[0.80625, 0.85625, 0.875, 0.86875, 0.875, 0.88125, 0.8374999999999999, 0.84375, 0.86875, 0.825, 0.825, 0.85, 0.8375, 0.84375, 0.85, 0.84375, 0.875, 0.88125, 0.83125, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",0.8523022089790211,0.02176137396285401,"[0.8045320197044334, 0.8561994451174242, 0.8749218261413384, 0.8683333986441475, 0.8749218261413384, 0.8812453611469199, 0.837092731829574, 0.8436950490406783, 0.8686217008797653, 0.825, 0.8249726519768714, 0.849788765451416, 0.8375, 0.843743896245947, 0.849906191369606, 0.8435972629521016, 0.8749218261413384, 0.8811339198435973, 0.8310850439882698, 0.8937458494472441, 0.824313725490196, 0.8561094819159335, 0.8562443845462713, 0.8434503541935736, 0.8624785122675418]",0.8525,0.02157532830959165,"[0.80625, 0.85625, 0.875, 0.8687500000000001, 0.875, 0.88125, 0.8375, 0.84375, 0.86875, 0.825, 0.8250000000000001, 0.8499999999999999, 0.8374999999999999, 0.8437500000000001, 0.85, 0.84375, 0.875, 0.8812500000000001, 0.8312500000000002, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth10']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.85575,0.020879116360612595,"[0.80625, 0.84375, 0.89375, 0.86875, 0.85625, 0.88125, 0.8375, 0.85, 0.86875, 0.8375, 0.825, 0.85, 0.84375, 0.85, 0.85625, 0.84375, 0.86875, 0.89375, 0.85, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",0.85575,0.02087911636061259,"[0.80625, 0.84375, 0.89375, 0.86875, 0.85625, 0.88125, 0.8375, 0.8500000000000001, 0.8687499999999999, 0.8375, 0.825, 0.8500000000000001, 0.84375, 0.8500000000000001, 0.85625, 0.84375, 0.86875, 0.89375, 0.8500000000000001, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",0.8555901021685783,0.021061582218874202,"[0.8045320197044334, 0.8436950490406783, 0.8937126333476613, 0.8683333986441475, 0.8561994451174242, 0.8812453611469199, 0.8372711625723674, 0.8499765588373183, 0.8684982975226019, 0.8375, 0.8248905565978737, 0.849624060150376, 0.843743896245947, 0.8499765588373183, 0.8562443845462713, 0.8435972629521016, 0.8687448728465956, 0.8936461388074293, 0.8499765588373183, 0.8874824191279889, 0.8309263825290595, 0.8624785122675418, 0.8625, 0.8624785122675418, 0.8624785122675418]",0.85575,0.020879116360612585,"[0.80625, 0.8437500000000001, 0.89375, 0.8687500000000001, 0.85625, 0.88125, 0.8375, 0.85, 0.86875, 0.8374999999999999, 0.825, 0.8500000000000001, 0.84375, 0.85, 0.85625, 0.84375, 0.86875, 0.89375, 0.8500000000000001, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth20']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.86425,0.02561229359767167,"[0.8125, 0.875, 0.875, 0.86875, 0.875, 0.8875, 0.85625, 0.85, 0.91875, 0.83125, 0.825, 0.875, 0.8625, 0.85625, 0.875, 0.85, 0.88125, 0.9, 0.8375, 0.90625, 0.84375, 0.8375, 0.8875, 0.85625, 0.8625]",0.86425,0.02561229359767166,"[0.8125, 0.875, 0.875, 0.8687499999999999, 0.875, 0.8875, 0.85625, 0.85, 0.91875, 0.83125, 0.825, 0.875, 0.8625, 0.85625, 0.875, 0.8500000000000001, 0.88125, 0.9, 0.8375, 0.90625, 0.84375, 0.8375, 0.8875, 0.85625, 0.8625]",0.8640740220044926,0.025740246013603134,"[0.8110533774208786, 0.8749804656977652, 0.8749218261413384, 0.8684982975226019, 0.8748239712095133, 0.8875, 0.8559743258580876, 0.85, 0.9186705767350928, 0.8312434079456228, 0.8247535596933186, 0.8745098039215687, 0.8625, 0.8561094819159335, 0.8749804656977652, 0.8499765588373183, 0.8812453611469199, 0.8998591769676108, 0.8375, 0.906217029424407, 0.8434503541935736, 0.8375, 0.8874824191279889, 0.8557937223245424, 0.8623063683304647]",0.86425,0.025612293597671667,"[0.8125, 0.875, 0.875, 0.86875, 0.8749999999999999, 0.8875, 0.8562500000000001, 0.85, 0.91875, 0.8312499999999999, 0.8250000000000002, 0.875, 0.8625, 0.85625, 0.875, 0.8500000000000001, 0.88125, 0.9, 0.8374999999999999, 0.90625, 0.84375, 0.8374999999999999, 0.8875, 0.8562500000000001, 0.8624999999999999]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth3']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8582500000000001,0.023984587064751928,"[0.8125, 0.85, 0.88125, 0.86875, 0.86875, 0.89375, 0.8375, 0.84375, 0.86875, 0.83125, 0.825, 0.85, 0.84375, 0.84375, 0.86875, 0.83125, 0.89375, 0.89375, 0.83125, 0.8875, 0.84375, 0.88125, 0.8875, 0.85625, 0.8625]",0.8582500000000001,0.023984587064751935,"[0.8125, 0.8500000000000001, 0.8812500000000001, 0.86875, 0.86875, 0.89375, 0.8375, 0.84375, 0.86875, 0.83125, 0.825, 0.85, 0.84375, 0.84375, 0.86875, 0.83125, 0.89375, 0.89375, 0.83125, 0.8875, 0.84375, 0.8812500000000001, 0.8875, 0.85625, 0.8625]",0.8580766010266078,0.02412348472064942,"[0.8110533774208786, 0.8499765588373183, 0.8812082372709156, 0.8683333986441475, 0.8686217008797653, 0.8937458494472441, 0.8372711625723674, 0.843743896245947, 0.8686217008797653, 0.8312434079456228, 0.8248905565978737, 0.849788765451416, 0.8436950490406783, 0.843743896245947, 0.8686217008797653, 0.8311906529639327, 0.8937126333476613, 0.8936461388074293, 0.8309263825290595, 0.8874824191279889, 0.8432540460049376, 0.8812082372709156, 0.8874824191279889, 0.8559743258580876, 0.8624785122675418]",0.8582500000000001,0.023984587064751928,"[0.8125, 0.8500000000000001, 0.88125, 0.8687500000000001, 0.86875, 0.8937499999999999, 0.8375, 0.8437500000000001, 0.86875, 0.8312499999999999, 0.825, 0.8499999999999999, 0.8437500000000001, 0.8437500000000001, 0.86875, 0.8312499999999999, 0.89375, 0.89375, 0.83125, 0.8875, 0.8437500000000001, 0.88125, 0.8875, 0.8562500000000001, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.65_maxdepth6']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8525,0.021575328309591656,"[0.80625, 0.85625, 0.875, 0.86875, 0.875, 0.88125, 0.8375, 0.84375, 0.86875, 0.825, 0.825, 0.85, 0.8375, 0.84375, 0.85, 0.84375, 0.875, 0.88125, 0.83125, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",0.8525,0.02157532830959166,"[0.80625, 0.85625, 0.875, 0.86875, 0.875, 0.88125, 0.8374999999999999, 0.84375, 0.86875, 0.825, 0.825, 0.85, 0.8375, 0.84375, 0.85, 0.84375, 0.875, 0.88125, 0.83125, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",0.8523022089790211,0.02176137396285401,"[0.8045320197044334, 0.8561994451174242, 0.8749218261413384, 0.8683333986441475, 0.8749218261413384, 0.8812453611469199, 0.837092731829574, 0.8436950490406783, 0.8686217008797653, 0.825, 0.8249726519768714, 0.849788765451416, 0.8375, 0.843743896245947, 0.849906191369606, 0.8435972629521016, 0.8749218261413384, 0.8811339198435973, 0.8310850439882698, 0.8937458494472441, 0.824313725490196, 0.8561094819159335, 0.8562443845462713, 0.8434503541935736, 0.8624785122675418]",0.8525,0.02157532830959165,"[0.80625, 0.85625, 0.875, 0.8687500000000001, 0.875, 0.88125, 0.8375, 0.84375, 0.86875, 0.825, 0.8250000000000001, 0.8499999999999999, 0.8374999999999999, 0.8437500000000001, 0.85, 0.84375, 0.875, 0.8812500000000001, 0.8312500000000002, 0.89375, 0.825, 0.85625, 0.85625, 0.84375, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth10']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.85575,0.020879116360612595,"[0.80625, 0.84375, 0.89375, 0.86875, 0.85625, 0.88125, 0.8375, 0.85, 0.86875, 0.8375, 0.825, 0.85, 0.84375, 0.85, 0.85625, 0.84375, 0.86875, 0.89375, 0.85, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",0.85575,0.02087911636061259,"[0.80625, 0.84375, 0.89375, 0.86875, 0.85625, 0.88125, 0.8375, 0.8500000000000001, 0.8687499999999999, 0.8375, 0.825, 0.8500000000000001, 0.84375, 0.8500000000000001, 0.85625, 0.84375, 0.86875, 0.89375, 0.8500000000000001, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",0.8555901021685783,0.021061582218874202,"[0.8045320197044334, 0.8436950490406783, 0.8937126333476613, 0.8683333986441475, 0.8561994451174242, 0.8812453611469199, 0.8372711625723674, 0.8499765588373183, 0.8684982975226019, 0.8375, 0.8248905565978737, 0.849624060150376, 0.843743896245947, 0.8499765588373183, 0.8562443845462713, 0.8435972629521016, 0.8687448728465956, 0.8936461388074293, 0.8499765588373183, 0.8874824191279889, 0.8309263825290595, 0.8624785122675418, 0.8625, 0.8624785122675418, 0.8624785122675418]",0.85575,0.020879116360612585,"[0.80625, 0.8437500000000001, 0.89375, 0.8687500000000001, 0.85625, 0.88125, 0.8375, 0.85, 0.86875, 0.8374999999999999, 0.825, 0.8500000000000001, 0.84375, 0.85, 0.85625, 0.84375, 0.86875, 0.89375, 0.8500000000000001, 0.8875, 0.83125, 0.8625, 0.8625, 0.8625, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth20']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.86425,0.02561229359767167,"[0.8125, 0.875, 0.875, 0.86875, 0.875, 0.8875, 0.85625, 0.85, 0.91875, 0.83125, 0.825, 0.875, 0.8625, 0.85625, 0.875, 0.85, 0.88125, 0.9, 0.8375, 0.90625, 0.84375, 0.8375, 0.8875, 0.85625, 0.8625]",0.86425,0.02561229359767166,"[0.8125, 0.875, 0.875, 0.8687499999999999, 0.875, 0.8875, 0.85625, 0.85, 0.91875, 0.83125, 0.825, 0.875, 0.8625, 0.85625, 0.875, 0.8500000000000001, 0.88125, 0.9, 0.8375, 0.90625, 0.84375, 0.8375, 0.8875, 0.85625, 0.8625]",0.8640740220044926,0.025740246013603134,"[0.8110533774208786, 0.8749804656977652, 0.8749218261413384, 0.8684982975226019, 0.8748239712095133, 0.8875, 0.8559743258580876, 0.85, 0.9186705767350928, 0.8312434079456228, 0.8247535596933186, 0.8745098039215687, 0.8625, 0.8561094819159335, 0.8749804656977652, 0.8499765588373183, 0.8812453611469199, 0.8998591769676108, 0.8375, 0.906217029424407, 0.8434503541935736, 0.8375, 0.8874824191279889, 0.8557937223245424, 0.8623063683304647]",0.86425,0.025612293597671667,"[0.8125, 0.875, 0.875, 0.86875, 0.8749999999999999, 0.8875, 0.8562500000000001, 0.85, 0.91875, 0.8312499999999999, 0.8250000000000002, 0.875, 0.8625, 0.85625, 0.875, 0.8500000000000001, 0.88125, 0.9, 0.8374999999999999, 0.90625, 0.84375, 0.8374999999999999, 0.8875, 0.8562500000000001, 0.8624999999999999]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth3']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8582500000000001,0.023984587064751928,"[0.8125, 0.85, 0.88125, 0.86875, 0.86875, 0.89375, 0.8375, 0.84375, 0.86875, 0.83125, 0.825, 0.85, 0.84375, 0.84375, 0.86875, 0.83125, 0.89375, 0.89375, 0.83125, 0.8875, 0.84375, 0.88125, 0.8875, 0.85625, 0.8625]",0.8582500000000001,0.023984587064751935,"[0.8125, 0.8500000000000001, 0.8812500000000001, 0.86875, 0.86875, 0.89375, 0.8375, 0.84375, 0.86875, 0.83125, 0.825, 0.85, 0.84375, 0.84375, 0.86875, 0.83125, 0.89375, 0.89375, 0.83125, 0.8875, 0.84375, 0.8812500000000001, 0.8875, 0.85625, 0.8625]",0.8580766010266078,0.02412348472064942,"[0.8110533774208786, 0.8499765588373183, 0.8812082372709156, 0.8683333986441475, 0.8686217008797653, 0.8937458494472441, 0.8372711625723674, 0.843743896245947, 0.8686217008797653, 0.8312434079456228, 0.8248905565978737, 0.849788765451416, 0.8436950490406783, 0.843743896245947, 0.8686217008797653, 0.8311906529639327, 0.8937126333476613, 0.8936461388074293, 0.8309263825290595, 0.8874824191279889, 0.8432540460049376, 0.8812082372709156, 0.8874824191279889, 0.8559743258580876, 0.8624785122675418]",0.8582500000000001,0.023984587064751928,"[0.8125, 0.8500000000000001, 0.88125, 0.8687500000000001, 0.86875, 0.8937499999999999, 0.8375, 0.8437500000000001, 0.86875, 0.8312499999999999, 0.825, 0.8499999999999999, 0.8437500000000001, 0.8437500000000001, 0.86875, 0.8312499999999999, 0.89375, 0.89375, 0.83125, 0.8875, 0.8437500000000001, 0.88125, 0.8875, 0.8562500000000001, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.5_colsample0.8_maxdepth6']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8525,0.025642778385606614,"[0.7875, 0.84375, 0.8625, 0.85, 0.84375, 0.88125, 0.83125, 0.86875, 0.90625, 0.85, 0.81875, 0.85, 0.84375, 0.84375, 0.88125, 0.84375, 0.86875, 0.9, 0.84375, 0.875, 0.83125, 0.825, 0.86875, 0.84375, 0.85]",0.8525,0.025642778385606607,"[0.7875, 0.84375, 0.8625, 0.8500000000000001, 0.84375, 0.88125, 0.83125, 0.86875, 0.90625, 0.8500000000000001, 0.8187500000000001, 0.85, 0.84375, 0.84375, 0.8812500000000001, 0.84375, 0.86875, 0.9, 0.84375, 0.875, 0.83125, 0.825, 0.8687499999999999, 0.84375, 0.8500000000000001]",0.852301954519389,0.025866187812984952,"[0.7853535353535352, 0.8436950490406783, 0.8623063683304647, 0.849624060150376, 0.8436950490406783, 0.8812453611469199, 0.8311906529639327, 0.8686217008797653, 0.9061583577712607, 0.8499765588373183, 0.818686256887187, 0.849788765451416, 0.8436950490406783, 0.8436950490406783, 0.8812082372709156, 0.8434503541935736, 0.8683333986441475, 0.8999374609130708, 0.843743896245947, 0.8749218261413384, 0.8311906529639327, 0.8247535596933186, 0.8687038411941698, 0.8435972629521016, 0.8499765588373183]",0.8525,0.025642778385606618,"[0.7875, 0.8437500000000001, 0.8625, 0.85, 0.8437500000000001, 0.88125, 0.8312499999999999, 0.86875, 0.90625, 0.85, 0.8187500000000001, 0.8499999999999999, 0.8437500000000001, 0.84375, 0.88125, 0.84375, 0.8687500000000001, 0.9, 0.84375, 0.875, 0.8312499999999999, 0.8250000000000001, 0.86875, 0.84375, 0.85]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth10']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.848,0.02556140482576549,"[0.7875, 0.84375, 0.8625, 0.85, 0.84375, 0.88125, 0.825, 0.85625, 0.89375, 0.84375, 0.81875, 0.84375, 0.84375, 0.8375, 0.86875, 0.825, 0.86875, 0.9, 0.81875, 0.875, 0.825, 0.825, 0.8625, 0.85, 0.85]",0.848,0.025561404825765487,"[0.7875, 0.84375, 0.8625, 0.8500000000000001, 0.84375, 0.88125, 0.825, 0.85625, 0.89375, 0.84375, 0.8187500000000001, 0.84375, 0.84375, 0.8374999999999999, 0.8687499999999999, 0.825, 0.8687499999999999, 0.9, 0.81875, 0.875, 0.825, 0.825, 0.8625, 0.85, 0.8500000000000001]",0.8478301797391613,0.02573016883800672,"[0.7858604944103291, 0.8436950490406783, 0.8624140087554721, 0.849624060150376, 0.8436950490406783, 0.8812453611469199, 0.8249726519768714, 0.8561094819159335, 0.8936461388074293, 0.843743896245947, 0.818686256887187, 0.8434503541935736, 0.843743896245947, 0.8374746054070948, 0.8687038411941698, 0.8247535596933186, 0.8684982975226019, 0.8999374609130708, 0.818572825024438, 0.8749218261413384, 0.8247535596933186, 0.8248905565978737, 0.8624785122675418, 0.849906191369606, 0.8499765588373183]",0.848,0.02556140482576546,"[0.7875, 0.8437500000000001, 0.8624999999999999, 0.85, 0.8437500000000001, 0.88125, 0.8250000000000001, 0.85625, 0.89375, 0.8437500000000001, 0.8187500000000001, 0.84375, 0.8437500000000001, 0.8374999999999999, 0.8687499999999999, 0.8250000000000002, 0.86875, 0.9, 0.8187500000000001, 0.875, 0.8250000000000002, 0.8250000000000001, 0.8625, 0.85, 0.85]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth20']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.862,0.02582745228756925,"[0.80625, 0.88125, 0.8625, 0.8625, 0.8625, 0.8875, 0.85, 0.83125, 0.9125, 0.84375, 0.81875, 0.85625, 0.8625, 0.8625, 0.89375, 0.84375, 0.88125, 0.90625, 0.85625, 0.88125, 0.83125, 0.84375, 0.8875, 0.8625, 0.8625]",0.862,0.02582745228756926,"[0.80625, 0.8812500000000001, 0.8625, 0.8625, 0.8625, 0.8875, 0.85, 0.83125, 0.9125, 0.84375, 0.81875, 0.85625, 0.8625, 0.8625, 0.89375, 0.84375, 0.88125, 0.90625, 0.85625, 0.88125, 0.83125, 0.84375, 0.8875, 0.8625, 0.8625]",0.8618500286167843,0.025999763884926443,"[0.8045320197044334, 0.8812082372709156, 0.8624785122675418, 0.8623063683304647, 0.8624140087554721, 0.8875, 0.849788765451416, 0.8312434079456228, 0.912445278298937, 0.843743896245947, 0.818572825024438, 0.8559743258580876, 0.8625, 0.8624785122675418, 0.8937458494472441, 0.8435972629521016, 0.8812453611469199, 0.9061583577712607, 0.8562443845462713, 0.8812453611469199, 0.8310850439882698, 0.843743896245947, 0.8874296435272045, 0.862155388471178, 0.8624140087554721]",0.862,0.02582745228756924,"[0.80625, 0.88125, 0.8625, 0.8624999999999999, 0.8624999999999999, 0.8875, 0.8499999999999999, 0.8312499999999999, 0.9125, 0.8437500000000001, 0.8187500000000001, 0.8562500000000001, 0.8625, 0.8625, 0.8937499999999999, 0.84375, 0.88125, 0.90625, 0.8562500000000001, 0.88125, 0.8312500000000002, 0.8437500000000001, 0.8875000000000001, 0.8624999999999999, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth3']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.85425,0.022369412710216603,"[0.80625, 0.84375, 0.8625, 0.85625, 0.85625, 0.8875, 0.83125, 0.85625, 0.89375, 0.8375, 0.81875, 0.8625, 0.85, 0.8375, 0.85625, 0.84375, 0.875, 0.9, 0.85625, 0.86875, 0.83125, 0.8375, 0.88125, 0.85, 0.85625]",0.85425,0.022369412710216592,"[0.80625, 0.84375, 0.8625, 0.85625, 0.85625, 0.8875, 0.83125, 0.85625, 0.89375, 0.8374999999999999, 0.8187500000000001, 0.8625, 0.8500000000000001, 0.8374999999999999, 0.85625, 0.84375, 0.875, 0.9, 0.85625, 0.86875, 0.83125, 0.8374999999999999, 0.88125, 0.85, 0.85625]",0.8540772154308928,0.022514619602890855,"[0.8045320197044334, 0.8436950490406783, 0.8623063683304647, 0.8557937223245424, 0.8559743258580876, 0.8874824191279889, 0.8312434079456228, 0.8561994451174242, 0.8936461388074293, 0.8374746054070948, 0.818686256887187, 0.8623063683304647, 0.8499765588373183, 0.8374746054070948, 0.8561994451174242, 0.8436950490406783, 0.8748239712095133, 0.8999374609130708, 0.8561094819159335, 0.8686217008797653, 0.8309263825290595, 0.8374746054070948, 0.8812453611469199, 0.849906191369606, 0.8561994451174242]",0.85425,0.022369412710216585,"[0.80625, 0.8437500000000001, 0.8625, 0.8562500000000002, 0.8562500000000001, 0.8875, 0.8312499999999999, 0.85625, 0.89375, 0.8374999999999999, 0.8187500000000001, 0.8625, 0.8500000000000001, 0.8374999999999999, 0.85625, 0.8437500000000001, 0.8749999999999999, 0.9, 0.85625, 0.86875, 0.83125, 0.8374999999999999, 0.88125, 0.85, 0.85625]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.5_maxdepth6']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.8525,0.025642778385606614,"[0.7875, 0.84375, 0.8625, 0.85, 0.84375, 0.88125, 0.83125, 0.86875, 0.90625, 0.85, 0.81875, 0.85, 0.84375, 0.84375, 0.88125, 0.84375, 0.86875, 0.9, 0.84375, 0.875, 0.83125, 0.825, 0.86875, 0.84375, 0.85]",0.8525,0.025642778385606607,"[0.7875, 0.84375, 0.8625, 0.8500000000000001, 0.84375, 0.88125, 0.83125, 0.86875, 0.90625, 0.8500000000000001, 0.8187500000000001, 0.85, 0.84375, 0.84375, 0.8812500000000001, 0.84375, 0.86875, 0.9, 0.84375, 0.875, 0.83125, 0.825, 0.8687499999999999, 0.84375, 0.8500000000000001]",0.852301954519389,0.025866187812984952,"[0.7853535353535352, 0.8436950490406783, 0.8623063683304647, 0.849624060150376, 0.8436950490406783, 0.8812453611469199, 0.8311906529639327, 0.8686217008797653, 0.9061583577712607, 0.8499765588373183, 0.818686256887187, 0.849788765451416, 0.8436950490406783, 0.8436950490406783, 0.8812082372709156, 0.8434503541935736, 0.8683333986441475, 0.8999374609130708, 0.843743896245947, 0.8749218261413384, 0.8311906529639327, 0.8247535596933186, 0.8687038411941698, 0.8435972629521016, 0.8499765588373183]",0.8525,0.025642778385606618,"[0.7875, 0.8437500000000001, 0.8625, 0.85, 0.8437500000000001, 0.88125, 0.8312499999999999, 0.86875, 0.90625, 0.85, 0.8187500000000001, 0.8499999999999999, 0.8437500000000001, 0.84375, 0.88125, 0.84375, 0.8687500000000001, 0.9, 0.84375, 0.875, 0.8312499999999999, 0.8250000000000001, 0.86875, 0.84375, 0.85]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth10']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.848,0.02556140482576549,"[0.7875, 0.84375, 0.8625, 0.85, 0.84375, 0.88125, 0.825, 0.85625, 0.89375, 0.84375, 0.81875, 0.84375, 0.84375, 0.8375, 0.86875, 0.825, 0.86875, 0.9, 0.81875, 0.875, 0.825, 0.825, 0.8625, 0.85, 0.85]",0.848,0.025561404825765487,"[0.7875, 0.84375, 0.8625, 0.8500000000000001, 0.84375, 0.88125, 0.825, 0.85625, 0.89375, 0.84375, 0.8187500000000001, 0.84375, 0.84375, 0.8374999999999999, 0.8687499999999999, 0.825, 0.8687499999999999, 0.9, 0.81875, 0.875, 0.825, 0.825, 0.8625, 0.85, 0.8500000000000001]",0.8478301797391613,0.02573016883800672,"[0.7858604944103291, 0.8436950490406783, 0.8624140087554721, 0.849624060150376, 0.8436950490406783, 0.8812453611469199, 0.8249726519768714, 0.8561094819159335, 0.8936461388074293, 0.843743896245947, 0.818686256887187, 0.8434503541935736, 0.843743896245947, 0.8374746054070948, 0.8687038411941698, 0.8247535596933186, 0.8684982975226019, 0.8999374609130708, 0.818572825024438, 0.8749218261413384, 0.8247535596933186, 0.8248905565978737, 0.8624785122675418, 0.849906191369606, 0.8499765588373183]",0.848,0.02556140482576546,"[0.7875, 0.8437500000000001, 0.8624999999999999, 0.85, 0.8437500000000001, 0.88125, 0.8250000000000001, 0.85625, 0.89375, 0.8437500000000001, 0.8187500000000001, 0.84375, 0.8437500000000001, 0.8374999999999999, 0.8687499999999999, 0.8250000000000002, 0.86875, 0.9, 0.8187500000000001, 0.875, 0.8250000000000002, 0.8250000000000001, 0.8625, 0.85, 0.85]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth20']}
Simulated,covariate_shift,NO_DA_SOURCE_ONLY_BASE_ESTIM,supervised,Unknown,0.862,0.02582745228756925,"[0.80625, 0.88125, 0.8625, 0.8625, 0.8625, 0.8875, 0.85, 0.83125, 0.9125, 0.84375, 0.81875, 0.85625, 0.8625, 0.8625, 0.89375, 0.84375, 0.88125, 0.90625, 0.85625, 0.88125, 0.83125, 0.84375, 0.8875, 0.8625, 0.8625]",0.862,0.02582745228756926,"[0.80625, 0.8812500000000001, 0.8625, 0.8625, 0.8625, 0.8875, 0.85, 0.83125, 0.9125, 0.84375, 0.81875, 0.85625, 0.8625, 0.8625, 0.89375, 0.84375, 0.88125, 0.90625, 0.85625, 0.88125, 0.83125, 0.84375, 0.8875, 0.8625, 0.8625]",0.8618500286167843,0.025999763884926443,"[0.8045320197044334, 0.8812082372709156, 0.8624785122675418, 0.8623063683304647, 0.8624140087554721, 0.8875, 0.849788765451416, 0.8312434079456228, 0.912445278298937, 0.843743896245947, 0.818572825024438, 0.8559743258580876, 0.8625, 0.8624785122675418, 0.8937458494472441, 0.8435972629521016, 0.8812453611469199, 0.9061583577712607, 0.8562443845462713, 0.8812453611469199, 0.8310850439882698, 0.843743896245947, 0.8874296435272045, 0.862155388471178, 0.8624140087554721]",0.862,0.02582745228756924,"[0.80625, 0.88125, 0.8625, 0.8624999999999999, 0.8624999999999999, 0.8875, 0.8499999999999999, 0.8312499999999999, 0.9125, 0.8437500000000001, 0.8187500000000001, 0.8562500000000001, 0.8625, 0.8625, 0.8937499999999999, 0.84375, 0.88125, 0.90625, 0.8562500000000001, 0.88125, 0.8312500000000002, 0.8437500000000001, 0.8875000000000001, 0.8624999999999999, 0.8625]",{'finalestimator__estimator_name': ['XGB_subsample0.65_colsample0.65_maxdepth3']}
