dataset,shift,estimator,scorer,type,source_accuracy-test-mean,source_accuracy-test-std,source_accuracy-test-identity,source_balanced_accuracy-test-mean,source_balanced_accuracy-test-std,source_balanced_accuracy-test-identity,source_f1_score-test-mean,source_f1_score-test-std,source_f1_score-test-identity,source_roc_auc_score-test-mean,source_roc_auc_score-test-std,source_roc_auc_score-test-identity,params,cv_score
deep_bci,6,deep_can,mix_val_intra,Unknown,0.293103448275862,,[0.293103448275862],0.294047619047619,,[0.294047619047619],0.2958658671045885,,[0.2958658671045885],0.5994973544973544,,[0.5994973544973544],default,[0.63179487]
deep_bci,6,deep_coral,mix_val_intra,Unknown,0.3448275862068966,,[0.3448275862068966],0.3476190476190476,,[0.3476190476190476],0.3412284807822333,,[0.3412284807822333],0.6722392290249434,,[0.6722392290249434],default,[0.55799534]
deep_bci,6,deep_dan,mix_val_intra,Unknown,0.3620689655172414,,[0.3620689655172414],0.3642857142857142,,[0.3642857142857142],0.3593987424872317,,[0.3593987424872317],0.6331009070294785,,[0.6331009070294785],default,[0.61368298]
deep_bci,6,deep_dann,mix_val_intra,Unknown,0.2586206896551724,,[0.2586206896551724],0.2583333333333333,,[0.2583333333333333],0.2588678778890124,,[0.2588678778890124],0.6183049886621315,,[0.6183049886621315],default,[0.51833333]
deep_bci,6,deep_jdot,mix_val_intra,Unknown,0.3275862068965517,,[0.3275862068965517],0.3238095238095237,,[0.3238095238095237],0.3320504926108374,,[0.3320504926108374],0.5448299319727891,,[0.5448299319727891],default,[0.40232278]
deep_bci,6,deep_mcc,mix_val_intra,Unknown,0.3275862068965517,,[0.3275862068965517],0.3297619047619047,,[0.3297619047619047],0.3251322122190136,,[0.3251322122190136],0.6684580498866213,,[0.6684580498866213],default,[0.5971251]
deep_bci,6,deep_mdd,mix_val_intra,Unknown,0.293103448275862,,[0.293103448275862],0.2952380952380952,,[0.2952380952380952],0.2971587799174006,,[0.2971587799174006],0.6194142101284958,,[0.6194142101284958],default,[0.52770739]
deep_bci,6,deep_no_da_source_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_no_da_target_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_spa,mix_val_intra,Unknown,0.2758620689655172,,[0.2758620689655172],0.2749999999999999,,[0.2749999999999999],0.2791461412151067,,[0.2791461412151067],0.6249055177626607,,[0.6249055177626607],default,[0.50893812]
deep_bci,7,deep_can,mix_val_intra,Unknown,0.396551724137931,,[0.396551724137931],0.3988095238095238,,[0.3988095238095238],0.4077101234329072,,[0.4077101234329072],0.6589229024943312,,[0.6589229024943312],default,[0.77411765]
deep_bci,7,deep_coral,mix_val_intra,Unknown,0.7586206896551724,,[0.7586206896551724],0.7595238095238095,,[0.7595238095238095],0.7608157726692208,,[0.7608157726692208],0.8964758125472411,,[0.8964758125472411],default,[0.69617882]
deep_bci,7,deep_dan,mix_val_intra,Unknown,0.3620689655172414,,[0.3620689655172414],0.3642857142857142,,[0.3642857142857142],0.3642346491681001,,[0.3642346491681001],0.6014606953892668,,[0.6014606953892668],default,[0.74278166]
deep_bci,7,deep_dann,mix_val_intra,Unknown,0.4655172413793103,,[0.4655172413793103],0.469047619047619,,[0.469047619047619],0.4642021264739318,,[0.4642021264739318],0.726307634164777,,[0.726307634164777],default,[0.71730159]
deep_bci,7,deep_jdot,mix_val_intra,Unknown,0.6206896551724138,,[0.6206896551724138],0.6238095238095238,,[0.6238095238095238],0.6247021943573668,,[0.6247021943573668],0.8950283446712017,,[0.8950283446712017],default,[0.6756676]
deep_bci,7,deep_mcc,mix_val_intra,Unknown,0.7068965517241379,,[0.7068965517241379],0.7071428571428571,,[0.7071428571428571],0.7078144955300126,,[0.7078144955300126],0.9024244142101284,,[0.9024244142101284],default,[0.68528139]
deep_bci,7,deep_mdd,mix_val_intra,Unknown,0.4827586206896552,,[0.4827586206896552],0.4869047619047619,,[0.4869047619047619],0.4834027699314122,,[0.4834027699314122],0.7190797430083143,,[0.7190797430083143],default,[0.69220779]
deep_bci,7,deep_no_da_source_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_no_da_target_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_spa,mix_val_intra,Unknown,0.4137931034482758,,[0.4137931034482758],0.4166666666666667,,[0.4166666666666667],0.4157068104749436,,[0.4157068104749436],0.726485260770975,,[0.726485260770975],default,[0.68679654]
deep_bci,8,deep_can,mix_val_intra,Unknown,0.5,,[0.5],0.494047619047619,,[0.494047619047619],0.485108400727062,,[0.485108400727062],0.7166288737717309,,[0.7166288737717309],default,[0.59189634]
deep_bci,8,deep_coral,mix_val_intra,Unknown,0.7241379310344828,,[0.7241379310344828],0.7166666666666667,,[0.7166666666666667],0.7053797148346647,,[0.7053797148346647],0.9213151927437644,,[0.9213151927437644],default,[0.72668998]
deep_bci,8,deep_dan,mix_val_intra,Unknown,0.7241379310344828,,[0.7241379310344828],0.7166666666666667,,[0.7166666666666667],0.7053797148346647,,[0.7053797148346647],0.9209183673469388,,[0.9209183673469388],default,[0.72668998]
deep_bci,8,deep_dann,mix_val_intra,Unknown,0.4137931034482758,,[0.4137931034482758],0.4107142857142856,,[0.4107142857142856],0.4085673538193452,,[0.4085673538193452],0.70239417989418,,[0.70239417989418],default,[0.62464609]
deep_bci,8,deep_jdot,mix_val_intra,Unknown,0.5689655172413793,,[0.5689655172413793],0.5619047619047619,,[0.5619047619047619],0.5576978945937919,,[0.5576978945937919],0.84890589569161,,[0.84890589569161],default,[0.60181373]
deep_bci,8,deep_mcc,mix_val_intra,Unknown,0.7068965517241379,,[0.7068965517241379],0.7000000000000001,,[0.7000000000000001],0.6933088314776782,,[0.6933088314776782],0.9166080876795164,,[0.9166080876795164],default,[0.73296703]
deep_bci,8,deep_mdd,mix_val_intra,Unknown,0.5862068965517241,,[0.5862068965517241],0.5797619047619047,,[0.5797619047619047],0.571080260735433,,[0.571080260735433],0.7982596371882086,,[0.7982596371882086],default,[0.62809144]
deep_bci,8,deep_no_da_source_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_no_da_target_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_spa,mix_val_intra,Unknown,0.5517241379310345,,[0.5517241379310345],0.5452380952380952,,[0.5452380952380952],0.5390278716850725,,[0.5390278716850725],0.8028741496598638,,[0.8028741496598638],default,[0.57371961]
deep_bci,9,deep_can,mix_val_intra,Unknown,0.6724137931034483,,[0.6724137931034483],0.6702380952380953,,[0.6702380952380953],0.6684587813620071,,[0.6684587813620071],0.8718877551020409,,[0.8718877551020409],default,[0.84635628]
deep_bci,9,deep_coral,mix_val_intra,Unknown,0.8103448275862069,,[0.8103448275862069],0.8107142857142857,,[0.8107142857142857],0.8076354679802956,,[0.8076354679802956],0.9569973544973546,,[0.9569973544973546],default,[0.80798768]
deep_bci,9,deep_dan,mix_val_intra,Unknown,0.8103448275862069,,[0.8103448275862069],0.8107142857142857,,[0.8107142857142857],0.8076354679802956,,[0.8076354679802956],0.9577910052910054,,[0.9577910052910054],default,[0.80798768]
deep_bci,9,deep_dann,mix_val_intra,Unknown,0.6379310344827587,,[0.6379310344827587],0.6357142857142858,,[0.6357142857142858],0.632060313929057,,[0.632060313929057],0.8859523809523809,,[0.8859523809523809],default,[0.83574934]
deep_bci,9,deep_jdot,mix_val_intra,Unknown,0.7241379310344828,,[0.7241379310344828],0.7261904761904762,,[0.7261904761904762],0.720685081862252,,[0.720685081862252],0.9189758125472413,,[0.9189758125472413],default,[0.63024087]
deep_bci,9,deep_mcc,mix_val_intra,Unknown,0.7068965517241379,,[0.7068965517241379],0.7071428571428572,,[0.7071428571428572],0.7034218522922446,,[0.7034218522922446],0.9248771730914588,,[0.9248771730914588],default,[0.92842491]
deep_bci,9,deep_mdd,mix_val_intra,Unknown,0.6724137931034483,,[0.6724137931034483],0.6690476190476191,,[0.6690476190476191],0.6669834614773436,,[0.6669834614773436],0.8856462585034013,,[0.8856462585034013],default,[0.84160401]
deep_bci,9,deep_no_da_source_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,9,deep_no_da_target_only,mix_val_intra,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,9,deep_spa,mix_val_intra,Unknown,0.6724137931034483,,[0.6724137931034483],0.6702380952380952,,[0.6702380952380952],0.6654307254974663,,[0.6654307254974663],0.8849886621315193,,[0.8849886621315193],default,[0.8347971]
deep_bci,1,deep_can,prediction_entropy,Unknown,0.5517241379310345,,[0.5517241379310345],0.5535714285714286,,[0.5535714285714286],0.555670251270727,,[0.555670251270727],0.8737509448223734,,[0.8737509448223734],default,[-0.24201233]
deep_bci,1,deep_coral,prediction_entropy,Unknown,0.7413793103448276,,[0.7413793103448276],0.7392857142857143,,[0.7392857142857143],0.7372389633529461,,[0.7372389633529461],0.9367195767195768,,[0.9367195767195768],default,[-0.11696124]
deep_bci,1,deep_dan,prediction_entropy,Unknown,0.7068965517241379,,[0.7068965517241379],0.705952380952381,,[0.705952380952381],0.7013363264361105,,[0.7013363264361105],0.93666477702192,,[0.93666477702192],default,[-0.11718705]
deep_bci,1,deep_dann,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6345238095238095,,[0.6345238095238095],0.6341630618382565,,[0.6341630618382565],0.906077097505669,,[0.906077097505669],default,[-0.22871409]
deep_bci,1,deep_jdot,prediction_entropy,Unknown,0.6724137931034483,,[0.6724137931034483],0.6738095238095239,,[0.6738095238095239],0.6732505394812173,,[0.6732505394812173],0.9128099017384732,,[0.9128099017384732],default,[-0.16632599]
deep_bci,1,deep_mcc,prediction_entropy,Unknown,0.7413793103448276,,[0.7413793103448276],0.7369047619047618,,[0.7369047619047618],0.7338503863998722,,[0.7338503863998722],0.9349546485260772,,[0.9349546485260772],default,[-0.0489878]
deep_bci,1,deep_mdd,prediction_entropy,Unknown,0.6551724137931034,,[0.6551724137931034],0.6511904761904761,,[0.6511904761904761],0.6497336874492048,,[0.6497336874492048],0.9104402872260016,,[0.9104402872260016],default,[-0.2301531]
deep_bci,1,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,1,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,1,deep_spa,prediction_entropy,Unknown,0.6206896551724138,,[0.6206896551724138],0.619047619047619,,[0.619047619047619],0.6188348164627363,,[0.6188348164627363],0.9073696145124716,,[0.9073696145124716],default,[-0.22990874]
deep_bci,2,deep_can,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3119047619047619,,[0.3119047619047619],0.307372175980975,,[0.307372175980975],0.5438756613756613,,[0.5438756613756613],default,[-0.2923663]
deep_bci,2,deep_coral,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.3102247781944572,,[0.3102247781944572],0.6278231292517007,,[0.6278231292517007],default,[-0.19719244]
deep_bci,2,deep_dan,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.3102247781944572,,[0.3102247781944572],0.6282199546485261,,[0.6282199546485261],default,[-0.19714751]
deep_bci,2,deep_dann,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.3099420812396916,,[0.3099420812396916],0.5623979591836734,,[0.5623979591836734],default,[-0.29325841]
deep_bci,2,deep_jdot,prediction_entropy,Unknown,0.2241379310344827,,[0.2241379310344827],0.2273809523809523,,[0.2273809523809523],0.2200334346588805,,[0.2200334346588805],0.5799735449735449,,[0.5799735449735449],default,[-0.21039094]
deep_bci,2,deep_mcc,prediction_entropy,Unknown,0.3448275862068966,,[0.3448275862068966],0.3452380952380952,,[0.3452380952380952],0.3433592269799166,,[0.3433592269799166],0.5945804988662132,,[0.5945804988662132],default,[-0.12674826]
deep_bci,2,deep_mdd,prediction_entropy,Unknown,0.293103448275862,,[0.293103448275862],0.294047619047619,,[0.294047619047619],0.2902687249281505,,[0.2902687249281505],0.5780366591080875,,[0.5780366591080875],default,[-0.29319756]
deep_bci,2,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,2,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,2,deep_spa,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3095238095238095,,[0.3095238095238095],0.30862560172905,,[0.30862560172905],0.562197656840514,,[0.562197656840514],default,[-0.29384181]
deep_bci,3,deep_can,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6357142857142857,,[0.6357142857142857],0.624235976385673,,[0.624235976385673],0.8862112622826909,,[0.8862112622826909],default,[-0.26538249]
deep_bci,3,deep_coral,prediction_entropy,Unknown,0.8103448275862069,,[0.8103448275862069],0.8083333333333335,,[0.8083333333333335],0.8082119125890546,,[0.8082119125890546],0.9678817082388512,,[0.9678817082388512],default,[-0.11356563]
deep_bci,3,deep_dan,prediction_entropy,Unknown,0.8103448275862069,,[0.8103448275862069],0.8083333333333335,,[0.8083333333333335],0.8082119125890546,,[0.8082119125890546],0.9678817082388512,,[0.9678817082388512],default,[-0.11357191]
deep_bci,3,deep_dann,prediction_entropy,Unknown,0.6724137931034483,,[0.6724137931034483],0.6702380952380952,,[0.6702380952380952],0.6536378141610008,,[0.6536378141610008],0.9306519274376418,,[0.9306519274376418],default,[-0.25332467]
deep_bci,3,deep_jdot,prediction_entropy,Unknown,0.8275862068965517,,[0.8275862068965517],0.8238095238095238,,[0.8238095238095238],0.8235098272364831,,[0.8235098272364831],0.96567649281935,,[0.96567649281935],default,[-0.15989853]
deep_bci,3,deep_mcc,prediction_entropy,Unknown,0.8448275862068966,,[0.8448275862068966],0.8428571428571429,,[0.8428571428571429],0.8442395470357574,,[0.8442395470357574],0.9722978080120938,,[0.9722978080120938],default,[-0.0446698]
deep_bci,3,deep_mdd,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6369047619047619,,[0.6369047619047619],0.6154616552110824,,[0.6154616552110824],0.93901171579743,,[0.93901171579743],default,[-0.25459318]
deep_bci,3,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,3,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,3,deep_spa,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6357142857142857,,[0.6357142857142857],0.6197318007662835,,[0.6197318007662835],0.9285808767951624,,[0.9285808767951624],default,[-0.2541528]
deep_bci,4,deep_can,prediction_entropy,Unknown,0.4137931034482758,,[0.4137931034482758],0.4142857142857142,,[0.4142857142857142],0.4049180234153481,,[0.4049180234153481],0.6922165532879818,,[0.6922165532879818],default,[-0.29435384]
deep_bci,4,deep_coral,prediction_entropy,Unknown,0.5517241379310345,,[0.5517241379310345],0.555952380952381,,[0.555952380952381],0.5456980114741612,,[0.5456980114741612],0.8053382464096749,,[0.8053382464096749],default,[-0.17153539]
deep_bci,4,deep_dan,prediction_entropy,Unknown,0.5517241379310345,,[0.5517241379310345],0.555952380952381,,[0.555952380952381],0.5456980114741612,,[0.5456980114741612],0.8053382464096749,,[0.8053382464096749],default,[-0.17153538]
deep_bci,4,deep_dann,prediction_entropy,Unknown,0.396551724137931,,[0.396551724137931],0.3976190476190476,,[0.3976190476190476],0.393750825736557,,[0.393750825736557],0.7147713529856388,,[0.7147713529856388],default,[-0.28838621]
deep_bci,4,deep_jdot,prediction_entropy,Unknown,0.5517241379310345,,[0.5517241379310345],0.5523809523809524,,[0.5523809523809524],0.5505091610039137,,[0.5505091610039137],0.8029554043839758,,[0.8029554043839758],default,[-0.20168214]
deep_bci,4,deep_mcc,prediction_entropy,Unknown,0.5689655172413793,,[0.5689655172413793],0.5666666666666667,,[0.5666666666666667],0.5673580834104021,,[0.5673580834104021],0.7646069538926682,,[0.7646069538926682],default,[-0.10221355]
deep_bci,4,deep_mdd,prediction_entropy,Unknown,0.3793103448275862,,[0.3793103448275862],0.3797619047619047,,[0.3797619047619047],0.3776588717135685,,[0.3776588717135685],0.71890589569161,,[0.71890589569161],default,[-0.2888896]
deep_bci,4,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,4,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,4,deep_spa,prediction_entropy,Unknown,0.4137931034482758,,[0.4137931034482758],0.413095238095238,,[0.413095238095238],0.4119420329385425,,[0.4119420329385425],0.7049811035525321,,[0.7049811035525321],default,[-0.28847772]
deep_bci,5,deep_can,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.3094384707287933,,[0.3094384707287933],0.5485449735449736,,[0.5485449735449736],default,[-0.28937304]
deep_bci,5,deep_coral,prediction_entropy,Unknown,0.4310344827586206,,[0.4310344827586206],0.430952380952381,,[0.430952380952381],0.421302431948326,,[0.421302431948326],0.6529346182917611,,[0.6529346182917611],default,[-0.18518803]
deep_bci,5,deep_dan,prediction_entropy,Unknown,0.4310344827586206,,[0.4310344827586206],0.430952380952381,,[0.430952380952381],0.421302431948326,,[0.421302431948326],0.6536734693877552,,[0.6536734693877552],default,[-0.18641549]
deep_bci,5,deep_dann,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.306096074919672,,[0.306096074919672],0.5795313681027966,,[0.5795313681027966],default,[-0.28674719]
deep_bci,5,deep_jdot,prediction_entropy,Unknown,0.4482758620689655,,[0.4482758620689655],0.4488095238095238,,[0.4488095238095238],0.4523903213558386,,[0.4523903213558386],0.6752475434618291,,[0.6752475434618291],default,[-0.20832889]
deep_bci,5,deep_mcc,prediction_entropy,Unknown,0.3620689655172414,,[0.3620689655172414],0.3630952380952381,,[0.3630952380952381],0.3525997547132141,,[0.3525997547132141],0.5810336356764928,,[0.5810336356764928],default,[-0.11162921]
deep_bci,5,deep_mdd,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3107142857142857,,[0.3107142857142857],0.3054042806183115,,[0.3054042806183115],0.57833522297808,,[0.57833522297808],default,[-0.28709232]
deep_bci,5,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,5,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,5,deep_spa,prediction_entropy,Unknown,0.3793103448275862,,[0.3793103448275862],0.3797619047619047,,[0.3797619047619047],0.3766498466211693,,[0.3766498466211693],0.5910789871504158,,[0.5910789871504158],default,[-0.28727726]
deep_bci,6,deep_can,prediction_entropy,Unknown,0.2758620689655172,,[0.2758620689655172],0.2761904761904762,,[0.2761904761904762],0.2779859181901568,,[0.2779859181901568],0.5890797430083144,,[0.5890797430083144],default,[-0.30329815]
deep_bci,6,deep_coral,prediction_entropy,Unknown,0.3793103448275862,,[0.3793103448275862],0.3785714285714286,,[0.3785714285714286],0.3804025589015447,,[0.3804025589015447],0.6726851851851853,,[0.6726851851851853],default,[-0.19865288]
deep_bci,6,deep_dan,prediction_entropy,Unknown,0.3793103448275862,,[0.3793103448275862],0.3785714285714286,,[0.3785714285714286],0.3804025589015447,,[0.3804025589015447],0.6722883597883599,,[0.6722883597883599],default,[-0.19867573]
deep_bci,6,deep_dann,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3095238095238095,,[0.3095238095238095],0.3121559431012463,,[0.3121559431012463],0.61848828420257,,[0.61848828420257],default,[-0.30503422]
deep_bci,6,deep_jdot,prediction_entropy,Unknown,0.3793103448275862,,[0.3793103448275862],0.3797619047619047,,[0.3797619047619047],0.3798612290734764,,[0.3798612290734764],0.6319425547996976,,[0.6319425547996976],default,[-0.22065255]
deep_bci,6,deep_mcc,prediction_entropy,Unknown,0.3275862068965517,,[0.3275862068965517],0.3285714285714285,,[0.3285714285714285],0.3287657024454954,,[0.3287657024454954],0.6261375661375662,,[0.6261375661375662],default,[-0.11747093]
deep_bci,6,deep_mdd,prediction_entropy,Unknown,0.2758620689655172,,[0.2758620689655172],0.2749999999999999,,[0.2749999999999999],0.2766147352287345,,[0.2766147352287345],0.6229554043839758,,[0.6229554043839758],default,[-0.3054447]
deep_bci,6,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,6,deep_spa,prediction_entropy,Unknown,0.3103448275862069,,[0.3103448275862069],0.3119047619047619,,[0.3119047619047619],0.3122568009235666,,[0.3122568009235666],0.6284334845049132,,[0.6284334845049132],default,[-0.30553833]
deep_bci,7,deep_can,prediction_entropy,Unknown,0.396551724137931,,[0.396551724137931],0.3999999999999999,,[0.3999999999999999],0.3983251231527093,,[0.3983251231527093],0.6672033257747544,,[0.6672033257747544],default,[-0.293053]
deep_bci,7,deep_coral,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6392857142857142,,[0.6392857142857142],0.6475426339118022,,[0.6475426339118022],0.8744501133786847,,[0.8744501133786847],default,[-0.16540872]
deep_bci,7,deep_dan,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6392857142857142,,[0.6392857142857142],0.6475426339118022,,[0.6475426339118022],0.8744501133786847,,[0.8744501133786847],default,[-0.16541212]
deep_bci,7,deep_dann,prediction_entropy,Unknown,0.4137931034482758,,[0.4137931034482758],0.4166666666666667,,[0.4166666666666667],0.4144233799406213,,[0.4144233799406213],0.7229043839758126,,[0.7229043839758126],default,[-0.29125528]
deep_bci,7,deep_jdot,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6416666666666666,,[0.6416666666666666],0.6417197080972699,,[0.6417197080972699],0.8696844293272865,,[0.8696844293272865],default,[-0.19579525]
deep_bci,7,deep_mcc,prediction_entropy,Unknown,0.7241379310344828,,[0.7241379310344828],0.7238095238095239,,[0.7238095238095239],0.7264321186262852,,[0.7264321186262852],0.8907596371882086,,[0.8907596371882086],default,[-0.08370777]
deep_bci,7,deep_mdd,prediction_entropy,Unknown,0.4137931034482758,,[0.4137931034482758],0.4154761904761904,,[0.4154761904761904],0.4132176890797581,,[0.4132176890797581],0.7154743008314437,,[0.7154743008314437],default,[-0.29091398]
deep_bci,7,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,7,deep_spa,prediction_entropy,Unknown,0.4310344827586206,,[0.4310344827586206],0.4345238095238095,,[0.4345238095238095],0.4319657750097702,,[0.4319657750097702],0.7211961451247165,,[0.7211961451247165],default,[-0.2917973]
deep_bci,8,deep_can,prediction_entropy,Unknown,0.5172413793103449,,[0.5172413793103449],0.5107142857142857,,[0.5107142857142857],0.4969912102772143,,[0.4969912102772143],0.7503363567649282,,[0.7503363567649282],default,[-0.27722145]
deep_bci,8,deep_coral,prediction_entropy,Unknown,0.7413793103448276,,[0.7413793103448276],0.7333333333333333,,[0.7333333333333333],0.7170042601077083,,[0.7170042601077083],0.9007048374905519,,[0.9007048374905519],default,[-0.13651051]
deep_bci,8,deep_dan,prediction_entropy,Unknown,0.7413793103448276,,[0.7413793103448276],0.7333333333333333,,[0.7333333333333333],0.7170042601077083,,[0.7170042601077083],0.905268329554044,,[0.905268329554044],default,[-0.136483]
deep_bci,8,deep_dann,prediction_entropy,Unknown,0.5862068965517241,,[0.5862068965517241],0.5785714285714285,,[0.5785714285714285],0.5656699622216863,,[0.5656699622216863],0.8160959939531368,,[0.8160959939531368],default,[-0.27125585]
deep_bci,8,deep_jdot,prediction_entropy,Unknown,0.5517241379310345,,[0.5517241379310345],0.5452380952380952,,[0.5452380952380952],0.5490915832406378,,[0.5490915832406378],0.8423866213151928,,[0.8423866213151928],default,[-0.18300973]
deep_bci,8,deep_mcc,prediction_entropy,Unknown,0.6724137931034483,,[0.6724137931034483],0.6666666666666666,,[0.6666666666666666],0.668401928068224,,[0.668401928068224],0.8937906273620561,,[0.8937906273620561],default,[-0.06028917]
deep_bci,8,deep_mdd,prediction_entropy,Unknown,0.5689655172413793,,[0.5689655172413793],0.5630952380952381,,[0.5630952380952381],0.5539040824415378,,[0.5539040824415378],0.8052607709750567,,[0.8052607709750567],default,[-0.27148533]
deep_bci,8,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_no_da_target_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
deep_bci,8,deep_spa,prediction_entropy,Unknown,0.5689655172413793,,[0.5689655172413793],0.5619047619047619,,[0.5619047619047619],0.5480794616697253,,[0.5480794616697253],0.7972883597883597,,[0.7972883597883597],default,[-0.2710996]
deep_bci,9,deep_can,prediction_entropy,Unknown,0.6551724137931034,,[0.6551724137931034],0.6535714285714286,,[0.6535714285714286],0.6548421191702999,,[0.6548421191702999],0.8887358276643992,,[0.8887358276643992],default,[-0.23911315]
deep_bci,9,deep_coral,prediction_entropy,Unknown,0.8103448275862069,,[0.8103448275862069],0.8095238095238094,,[0.8095238095238094],0.8095804314591473,,[0.8095804314591473],0.9651020408163266,,[0.9651020408163266],default,[-0.1074255]
deep_bci,9,deep_dan,prediction_entropy,Unknown,0.8103448275862069,,[0.8103448275862069],0.8095238095238094,,[0.8095238095238094],0.8095804314591473,,[0.8095804314591473],0.9651020408163266,,[0.9651020408163266],default,[-0.10742514]
deep_bci,9,deep_dann,prediction_entropy,Unknown,0.6896551724137931,,[0.6896551724137931],0.6869047619047619,,[0.6869047619047619],0.6857441999553925,,[0.6857441999553925],0.8919066515495088,,[0.8919066515495088],default,[-0.23398374]
deep_bci,9,deep_jdot,prediction_entropy,Unknown,0.7586206896551724,,[0.7586206896551724],0.7595238095238095,,[0.7595238095238095],0.7598522167487685,,[0.7598522167487685],0.9172146636432352,,[0.9172146636432352],default,[-0.15216453]
deep_bci,9,deep_mcc,prediction_entropy,Unknown,0.7413793103448276,,[0.7413793103448276],0.7416666666666666,,[0.7416666666666666],0.7400197750587071,,[0.7400197750587071],0.929092970521542,,[0.929092970521542],default,[-0.04219559]
deep_bci,9,deep_mdd,prediction_entropy,Unknown,0.6379310344827587,,[0.6379310344827587],0.6357142857142857,,[0.6357142857142857],0.6346035825246442,,[0.6346035825246442],0.8941742252456537,,[0.8941742252456537],default,[-0.2336552]
deep_bci,9,deep_no_da_source_only,prediction_entropy,Unknown,,,[NaN],,,[NaN],,,[NaN],,,[NaN],default,[NaN]
